	2016-09-01	16231
	2016-09-02	16801
	2016-09-03	12744
	2016-09-04	13688
	2016-09-05	17227
	2016-09-06	24002
	2016-09-07	20494
	2016-09-08	18066
	2016-09-09	17310
	2016-09-10	15645
	2016-09-11	14302
	2016-09-12	18517
	2016-09-13	19314
	2016-09-14	18100
	2016-09-15	13630
	2016-09-16	12450
	2016-09-17	14243
	2016-09-18	13657
	2016-09-19	19377
	2016-09-20	24907
	2016-09-21	19091
	2016-09-22	19494
	2016-09-26	18275
	2016-09-27	20543
	2016-09-28	16409
	2016-09-29	16549
	2016-09-30	15089
cap	2016-09-01	215604
cap	2016-09-02	200027
cap	2016-09-03	265762
cap	2016-09-04	240686
cap	2016-09-05	272102
cap	2016-09-06	290561
cap	2016-09-07	285083
cap	2016-09-08	217939
cap	2016-09-09	224753
cap	2016-09-10	365827
cap	2016-09-11	383662
cap	2016-09-12	386638
cap	2016-09-13	347478
cap	2016-09-14	321796
cap	2016-09-15	173273
cap	2016-09-16	173884
cap	2016-09-17	351820
cap	2016-09-18	362480
cap	2016-09-19	315232
cap	2016-09-20	274025
cap	2016-09-21	208995
cap	2016-09-22	215445
cap	2016-09-26	232530
cap	2016-09-27	276826
cap	2016-09-28	232088
cap	2016-09-29	238333
cap	2016-09-30	216721
gop	2016-09-01	146686
gop	2016-09-02	141322
gop	2016-09-03	109078
gop	2016-09-04	116859
gop	2016-09-05	142641
gop	2016-09-06	190245
gop	2016-09-07	158021
gop	2016-09-08	154758
gop	2016-09-09	144770
gop	2016-09-10	129061
gop	2016-09-11	108786
gop	2016-09-12	159103
gop	2016-09-13	157966
gop	2016-09-14	152752
gop	2016-09-15	106442
gop	2016-09-16	100835
gop	2016-09-17	115444
gop	2016-09-18	107998
gop	2016-09-19	147277
gop	2016-09-20	171062
gop	2016-09-21	145506
gop	2016-09-22	155096
gop	2016-09-26	150295
gop	2016-09-27	179187
gop	2016-09-28	143897
gop	2016-09-29	174901
gop	2016-09-30	138241
orp	2016-09-01	2546
orp	2016-09-02	2462
orp	2016-09-03	1857
orp	2016-09-04	2238
orp	2016-09-05	2697
orp	2016-09-06	4422
orp	2016-09-07	3968
orp	2016-09-08	3113
orp	2016-09-09	2769
orp	2016-09-10	2518
orp	2016-09-11	2311
orp	2016-09-12	2972
orp	2016-09-13	3276
orp	2016-09-14	3195
orp	2016-09-15	2230
orp	2016-09-16	1836
orp	2016-09-17	2242
orp	2016-09-18	2122
orp	2016-09-19	3130
orp	2016-09-20	3351
orp	2016-09-21	3219
orp	2016-09-22	3216
orp	2016-09-26	2994
orp	2016-09-27	2950
orp	2016-09-28	2915
orp	2016-09-29	2544
orp	2016-09-30	2463
p	2016-09-01	67773
p	2016-09-02	60192
p	2016-09-03	41544
p	2016-09-04	38330
p	2016-09-05	52055
p	2016-09-06	61861
p	2016-09-07	56400
p	2016-09-08	53521
p	2016-09-09	51119
p	2016-09-10	46625
p	2016-09-11	39385
p	2016-09-12	55161
p	2016-09-13	56488
p	2016-09-14	52438
p	2016-09-15	35580
p	2016-09-16	35292
p	2016-09-17	38678
p	2016-09-18	37932
p	2016-09-19	53237
p	2016-09-20	76626
p	2016-09-21	54630
p	2016-09-22	54370
p	2016-09-26	56489
p	2016-09-27	53069
p	2016-09-28	46441
p	2016-09-29	54270
p	2016-09-30	63647
scp	2016-09-01	19862
scp	2016-09-02	19406
scp	2016-09-03	15564
scp	2016-09-04	16944
scp	2016-09-05	20947
scp	2016-09-06	31477
scp	2016-09-07	25962
scp	2016-09-08	21874
scp	2016-09-09	20192
scp	2016-09-10	19030
scp	2016-09-11	16622
scp	2016-09-12	22011
scp	2016-09-13	23499
scp	2016-09-14	22019
scp	2016-09-15	17004
scp	2016-09-16	14150
scp	2016-09-17	17113
scp	2016-09-18	16398
scp	2016-09-19	22138
scp	2016-09-20	24916
scp	2016-09-21	22542
scp	2016-09-22	23543
scp	2016-09-26	21015
scp	2016-09-27	25328
scp	2016-09-28	21729
scp	2016-09-29	20147
scp	2016-09-30	18313
